"","Jurisdiction","Inspected","ObsWeather","FacilityID","AvgDischarge","ObsRecordDate","FlowContribution","FlowCondition","PersistentFlow","FlowConnectivity","IDIC","Priority","PrioritizationScore2022","Conductivity","FloatDischargeCFS","VolumeDischargeCFS","LastDischargeTrend","ScourWaterCondition","DissWaterCondition","Comments","TrashCondition","TrashLocation","SampleDry","SampleWet","OCFSLocation","MaintenanceIssue","PointY","PointX"
"534","San Clemente","Verified",1,"M00.2-066-1 (M00S07)",0.014319,2023-08-02,"Small Fraction (<10%)","Flowing","Yes","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,3907,0.026526,,"20% Or More Above Average Discharge","Not present","Not present","Receiving water is the ocean, on certain tides, flow with infiltrate into ocean","Moderate (11-50 Items)","Within area surrounding outfall",,,,,33.42317767,-117.62305914
"535","Laguna Niguel","Verified",1,"K01-12156-1",,2023-06-30,,"Pooled or Ponded","Yes","Undetermined",,"Not A Priority",,,,,,"Not present","Brown ""tea"" tint","Ponded","Not Present (0 Items)",,,,,"Overgrown",33.49693715,-117.71287002
"536","Laguna Niguel","Verified",1,"K01-12156-1",,2023-08-31,"Small Fraction (<10%)","Pooled or Ponded","Yes","Direct Connection","Oil sheen","Not A Priority",,,,,,"Not present","Not present","Area surrounding dissipator is overgrown; area surrounding outfall recently burned.","Sparse (<10 Items)","In flow path of outfall",,,,"Overgrown",33.49693715,-117.71287002
"537","Laguna Beach","Verified",1,"LC05-11017-2",0.029091,2023-08-14,,"Flowing","Yes","None - Flow Infiltrates or Outfall is Dry","None",,,1872,0.018103,0.002,"Below Average Discharge","Not present","Not present","0.5L in 9.05s for 90%","Sparse (<10 Items)","In flow path of outfall",,,,"None",33.51543678,-117.76021877
"538","Laguna Beach","Verified",1,"LC05-11017-2",0.029091,2023-07-06,,"Flowing","Yes","None - Flow Infiltrates or Outfall is Dry","None",,,1738,0.0165,,"Below Average Discharge","Not present","Not present","74.8 degrees F.","Sparse (<10 Items)","Within area surrounding outfall",,,,"Damaged",33.51543678,-117.76021877
"539","Aliso Viejo","Verified",1,"J06-9079-1 (J06P03)",0.140085,2023-05-30,"Minor Fraction (10 - 50%)","Flowing","Yes","Partial - Significant Distance",,"Priority",70,2984,0.0384,0.02,"20% Or More Above Average Discharge","Brown ""tea"" tint","Clear",,"Sparse (<10 Items)","In flow path of outfall","Yes",,1,,33.59226263,-117.71564215
"540","Aliso Viejo","Verified",1,"J06-9079-1 (J06P03)",0.140085,2023-08-09,"Minor Fraction (10 - 50%)","Flowing","Yes","Partial - Significant Distance","Elevated discharge","Priority",70,2108,1.256075,0.049,"20% Or More Above Average Discharge","Brown ""tea"" tint","Not present","Discharge started around 9:30 AM, measurement started after first discharge, 2nd discharge around 9:40– volumetric and floating leaf measurement taken after 2nd discharge, photo taken of 3rd discharge, sampling took place during baseline flow, discharge may be caused by storm runoff","Sparse (<10 Items)","Within area surrounding outfall","Yes",,1,"None",33.59226263,-117.71564215
"541","Aliso Viejo","Verified",1,"J06-9079-1 (J06P03)",0.140085,2023-04-26,,"Flowing","Yes",,,"Priority",70,,0.018413,0.04,"20% Or More Above Average Discharge","Not present","Not present",,,,"Yes",,1,,33.59226263,-117.71564215
"542","Orange Co","Verified",1,"L02-359-1 (L02P43)",0.010162,2023-06-01,,,"Yes","Unsafe to Access",,"Not A Priority",,,,,"Below Average Discharge","Not present","Not present","outfall dangerously overgrown. no foot path available to outfall. see attached photos. beehive near pathway. fox was seen","Not Present (0 Items)",,,,,"Overgrown",33.57846935,-117.64023441
"543","Orange Co","Verified",1,"L02-359-1 (L02P43)",0.010162,2023-08-17,,"Pooled or Ponded","Yes","Unsafe to Access",,"Not A Priority",,,,,"Below Average Discharge","Not present","Brown ""tea"" tint","Site access and site location extremely overgrown. Difficult to access. Could not access safely access outfall due to dangerously overgrown vegetation, fallen vegetative limbs. Visually inspected dissipator pond from above. Pooled or ponded water in dissipator pond. Did not hear any flow from the outfall.","Not Present (0 Items)",,,,,"Graffiti",33.57846935,-117.64023441
"544","San Clemente","Verified",1,"SM01-086-1 (M03P01)",,2023-05-23,,"Pooled or Ponded","Yes","Direct Connection",,"Not A Priority",,1852,,,,"Not present","Not present","overgrown vegetation. Could not safely. animal poop observed on outfall","Sparse (<10 Items)","In flow path of outfall",,,,"Overgrown",33.45603356,-117.57364224
"545","San Clemente","Verified",1,"SM01-086-1 (M03P01)",,2023-08-01,,"Pooled or Ponded","Yes","Undetermined",,"Not A Priority",,,,,,"Not present","Not present","Difficult to access, very overgrown","Moderate (11-50 Items)","Within area surrounding outfall",,,,"Overgrown",33.45603356,-117.57364224
"546","Orange Co","Verified",1,"J01-9364-4",0,2023-08-28,,"Other - See Comments","Unknown","None - Flow Infiltrates or Outfall is Dry","Other - see comments","Not A Priority",,,,,"Equal","Not present","No ponding","Severely clogged w/ water, sediment, woody debris, mud","Not Present (0 Items)",,,,,"Clogged",33.54433919,-117.72724114
"547","Orange Co","Verified",1,"J01-9364-4",0,2023-06-29,,"Pooled or Ponded","Unknown","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,,,,"Equal","Not present","Not present",,"Not Present (0 Items)",,,,,,33.54433919,-117.72724114
"548","Mission Viejo","Verified",1,"L02-396-1",0.024038,2023-06-28,,"Flowing","Yes","Undetermined","None","Priority",47,1934,0.0222,,"20% Or More Above Average Discharge","Not present","Not present","4.25L in 30s","Sparse (<10 Items)","Within area surrounding outfall",,,,"Graffiti",33.56347893,-117.65379204
"549","Mission Viejo","Verified",1,"L02-396-1",0.024038,2023-09-25,,"Flowing","Yes","Undetermined",,"Priority",47,2790,0.03375,,"20% Or More Above Average Discharge","Not present","Not present",,"Sparse (<10 Items)","Within area surrounding outfall",,,,,33.56347893,-117.65379204
"550","Laguna Beach","Verified",1,"I01-11093-2",0,2023-07-07,,"Dry","Unknown","None - Flow Infiltrates or Outfall is Dry","None","Not A Priority",,,,,"Equal","Not present","Not present",,"Not Present (0 Items)",,,,,"None",33.56267164,-117.7697325
"551","Laguna Beach","Verified",1,"I01-11093-2",0,2023-09-20,,"Dry","Unknown",,"None","Not A Priority",,,,,"Equal","Not present","Not present",,"Not Present (0 Items)",,,,,"None",33.56267164,-117.7697325
"552","San Juan Capistrano","Verified",1,"L01-556-1",0.015099,2023-06-05,,"Other - See Comments","Unknown","Unsafe to Access",,"Not A Priority",,,,,"20% Or More Above Average Discharge","Not present","Not present","Can not access other side of outfall due to very extreme overgrowth of spikey plants, we’re able to see through pipe to other side, flow going into pipe but three blockages in the pipe, not able to see flow on other side if any",,,,,,"Overgrown",33.50553072,-117.64514276
"553","San Juan Capistrano","Verified",1,"L01-556-1",0.015099,2023-08-09,"Minor Fraction (10 - 50%)","Flowing","Unknown","Direct Connection","Surfactants","Not A Priority",,15840,0.118571,,"20% Or More Above Average Discharge","Not present","Not present","Bushwhack trail to right of outfall to access.","Sparse (<10 Items)","Within area surrounding outfall",,,,"Overgrown",33.50553072,-117.64514276
"554","Orange Co","Verified",1,"L01-303-1",,2023-05-31,,"Pooled or Ponded","Yes","Direct Connection",,,,,,,,"Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall",,,,,33.58906495,-117.58454324
"555","Orange Co","Verified",1,"L01-303-1",,2023-08-15,"Small Fraction (<10%)","Pooled or Ponded","Yes","Partial - Significant Distance","None",,,,,,,"Not present","Not present","Outfall completely clogged","Sparse (<10 Items)","Within area surrounding outfall",,,,"Clogged",33.58906495,-117.58454324
"556","San Clemente","Verified",1,"M02-061-6",0.010425,2023-09-01,,"Flowing","Yes",,"None","Priority",34,11430,,,"Below Average Discharge","Not present","Not present","Flow rate 0.000294 ft/sec….conductivity is mS","Not Present (0 Items)",,,,,"Graffiti",33.43589655,-117.62459727
"557","San Clemente","Verified",1,"M02-061-6",0.010425,2023-05-24,"Small Fraction (<10%)","Flowing","Yes","Direct Connection",,"Priority",34,4377,0.008955,,"Below Average Discharge","Not present","Not present","Utilized bucket method for flow measurement.","Not Present (0 Items)",,,,,"Graffiti",33.43589655,-117.62459727
"558","Laguna Niguel","Verified",1,"K01-12058-1 (K01P08)",0.166967,2023-08-31,,"Flowing","Yes","Direct Connection","None","Priority",67,,,,"Below Average Discharge","Not present","Brown ""tea"" tint",,"Not Present (0 Items)",,,,,"None",33.5113,-117.69462
"559","Laguna Niguel","Verified",1,"K01-12058-1 (K01P08)",0.166967,2023-07-18,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection",,"Priority",67,5975,0.15,0.03,"Below Average Discharge","Yellow tint","Yellow tint","Tadpoles","Abundant (>50 Items)","In flow path of outfall",,,,,33.5113,-117.69462
"560","Laguna Niguel","Verified",1,"K01-12058-1 (K01P08)",0.166967,2023-07-11,"Major Fraction (>50%)","Flowing","Yes","Direct Connection",,"Priority",67,6687,0.094737,0.029,"Below Average Discharge","Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall",,,,"Graffiti",33.5113,-117.69462
"561","Laguna Niguel","Verified",1,"K01-12058-1 (K01P08)",0.166967,2023-02-22,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection","None","Priority",67,3396,0.085574,,"Below Average Discharge","Brown ""tea"" tint","Brown ""tea"" tint","Ponding in dissipator","Not Present (0 Items)",,,,,"Graffiti",33.5113,-117.69462
"562","Laguna Niguel","Verified",1,"K01-12058-1 (K01P08)",0.166967,2023-07-25,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection",,"Priority",67,5942,0.093333,0.03,"Below Average Discharge","Brown ""tea"" tint","Brown ""tea"" tint","Tadpoles, flies, bird poop on pipe","Moderate (11-50 Items)","Within area surrounding outfall",,,,,33.5113,-117.69462
"563","Laguna Niguel","Verified",1,"K01-12058-1 (K01P08)",0.166967,2023-06-30,,"Flowing","Yes",,,"Priority",67,3946,0.146669,,"Below Average Discharge","Not present","Clear","Water temperature 70.8 F.","Sparse (<10 Items)","Within area surrounding outfall",,,,,33.5113,-117.69462
"564","Laguna Niguel","Verified",1,"K01-12058-1 (K01P08)",0.166967,2023-08-01,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection",,"Priority",67,6013,0.06605,0.026,"Below Average Discharge","Brown ""tea"" tint","Not present","Tadpoles","Moderate (11-50 Items)","Within area surrounding outfall",,,,,33.5113,-117.69462
"565","Laguna Niguel","Verified",1,"K01-12058-1 (K01P08)",0.166967,2023-08-08,,"Flowing","Yes","Direct Connection",,"Priority",67,4352,0.072,0.024,"Below Average Discharge","Not present","Brown ""tea"" tint","Tadpoles","Moderate (11-50 Items)","Within area surrounding outfall",,,,,33.5113,-117.69462
"566","Dana Point","Verified",1,"K01-12126-1 (K01S01)",0.455348,2023-08-15,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","Other - see comments","Priority",78,5486,0.126,0.166,"Below Average Discharge","Chocolate milk","Not present","Turbidity.  Water cleared up at 11:34","Moderate (11-50 Items)","In flow path of outfall","Yes",,1,,33.48403393,-117.71987581
"567","Dana Point","Verified",1,"K01-12126-1 (K01S01)",0.455348,2023-06-21,"Small Fraction (<10%)","Flowing","Yes","Direct Connection",,"Priority",78,5640,0.288,0.155,"Below Average Discharge","Not present","Not present",,"Abundant (>50 Items)","Within area surrounding outfall","Yes",,1,"Overgrown",33.48403393,-117.71987581
"568","Mission Viejo","Verified",1,"L03-074-1 (L03B01)",0.197334,2023-07-03,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection","Trash","Priority",71,3666,0.207373,0.026,"Below Average Discharge",,"Brown ""tea"" tint",,"Sparse (<10 Items)","In flow path of outfall",,,1,"None",33.63832178,-117.63884472
"569","Mission Viejo","Verified",1,"L03-074-1 (L03B01)",0.197334,2023-08-17,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection","None","Priority",71,3512,0.06606,0.024,"Below Average Discharge","Not present","Not present",,"Not Present (0 Items)",,,,1,"None",33.63832178,-117.63884472
"570","Laguna Niguel","Verified",1,"K01-12036-1",0.021434,2023-06-28,"Small Fraction (<10%)","Flowing","Yes","Undetermined","Surfactants","Not A Priority",,2188,0.008,,"20% Or More Above Average Discharge","Odor","Clear","Inlet dissipate guard pull off. See Photo","Sparse (<10 Items)","In flow path of outfall",,,,"Damaged",33.5071094,-117.71889333
"571","Laguna Niguel","Verified",1,"K01-12036-1",0.021434,2023-08-30,,"Flowing","Yes","Direct Connection","None","Not A Priority",,1612,0.037846,,"20% Or More Above Average Discharge","Not present","Not present","Time=4.6 sec; temp= 24.7 degrees C; conductivity recorded in uS/cm;","Not Present (0 Items)",,,,,"None",33.5071094,-117.71889333
"572","San Juan Capistrano","Verified",1,"L01-766-4",0.001979,2023-08-07,,"Other - See Comments","Unknown","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,,,,"Below Average Discharge","Not present","Not present","Flow too low to measure","Sparse (<10 Items)","Within area surrounding outfall",,,,,33.487744,-117.66758978
"573","San Juan Capistrano","Verified",1,"L01-766-4",0.001979,2023-06-05,,"Dry","Unknown","None - Flow Infiltrates or Outfall is Dry","None","Not A Priority",,,,,"Below Average Discharge","Not present","Not present","outfall difficult to access due to rocks and slope of channel. trash in outfall flow path and abundant in surrounding areas. industrial area","Abundant (>50 Items)","In flow path of outfall",,,,"Other - See Comments",33.487744,-117.66758978
"574","Mission Viejo","Verified",1,"L03-241-4",0.012278,2023-07-13,"Small Fraction (<10%)","Flowing","Yes","Direct Connection",,"Priority",45,2450,0.006454,0,"20% Or More Above Average Discharge","Not present","Clear","Metal grate directing RW from outfall","Sparse (<10 Items)","Within area surrounding outfall",,,,"None",33.60923197,-117.64411226
"575","Mission Viejo","Verified",1,"L03-241-4",0.012278,2023-09-26,,"Flowing","Yes",,"None","Priority",45,1410,0.046635,0.014,"20% Or More Above Average Discharge","Not present","Not present","Volumetric flow: 2L/5 seconds","Not Present (0 Items)",,,,,"None",33.60923197,-117.64411226
"576","Rancho Santa Margarita","Verified",1,"L02-246-1 (L11P01)",0.051586,2023-07-18,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","Paint","Priority",71,1776,0.068665,0.012,"Above Average Discharge","Brown ""tea"" tint","Yellow tint",,"Sparse (<10 Items)","In flow path of outfall","Yes",,,"Graffiti",33.6104653,-117.61660036
"577","Rancho Santa Margarita","Verified",1,"L02-246-1 (L11P01)",0.051586,2023-06-22,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",71,1698,0.055332,0.023,"Above Average Discharge","Green tint","Green tint",,"Sparse (<10 Items)","Within area surrounding outfall","Yes",,,"Graffiti",33.6104653,-117.61660036
"578","Rancho Santa Margarita","Verified",1,"L02-246-1 (L11P01)",0.051586,2023-08-01,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection","None","Priority",71,1350,0.093976,0.013,"Above Average Discharge","Brown ""tea"" tint","Brown ""tea"" tint",,"Sparse (<10 Items)","In flow path of outfall","Yes",,,"Graffiti",33.6104653,-117.61660036
"579","Rancho Santa Margarita","Verified",1,"L02-246-1 (L11P01)",0.051586,2023-02-22,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",71,1833,0.006685,,"Above Average Discharge","Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall","Yes",,,"Graffiti",33.6104653,-117.61660036
"580","Rancho Santa Margarita","Verified",1,"L02-246-1 (L11P01)",0.051586,2023-08-08,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection","None","Priority",71,,0.0616,0.017,"Above Average Discharge","Brown ""tea"" tint","Brown ""tea"" tint",,"Sparse (<10 Items)","In flow path of outfall","Yes",,,"Graffiti",33.6104653,-117.61660036
"581","Rancho Santa Margarita","Verified",1,"L02-246-1 (L11P01)",0.051586,2023-07-11,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",71,1406,0.048636,0.018,"Above Average Discharge","Brown ""tea"" tint","Brown ""tea"" tint",,"Sparse (<10 Items)","In flow path of outfall","Yes",,,"Graffiti",33.6104653,-117.61660036
"582","Rancho Santa Margarita","Verified",1,"L02-246-1 (L11P01)",0.051586,2023-07-25,,"Flowing","Yes","Undetermined","None","Priority",71,1731,0.085868,0.013,"Above Average Discharge","Not present","Not present","Trail to outfall is overgrown","Sparse (<10 Items)","Within area surrounding outfall","Yes",,,"Overgrown",33.6104653,-117.61660036
